题目id,得分,推荐率
0,0.459706475092,0.178665076161
1,0.530011147349,0.158727350176
2,0.426881152369,0.189796122997
3,0.480882487931,0.172151858728
4,0.378717449274,0.208891487352
5,0.387942718397,0.204942088958
6,0.485818732415,0.170701267246
7,0.45999999999999996,0.17857142857142858
8,0.438779961012,0.185604527333
9,0.307317391063,0.245508790428
10,0.126341142436,0.441810971368
11,0.0280277519485,0.781080652265
12,0.408594751178,0.196620196666
13,0.342490436511,0.22599358483
14,0.295641008026,0.252754385848
15,0.333344444947,0.230763313493
16,0.375421277673,0.210339765375
17,0.292200963851,0.254971326481
18,0.0868243142124,0.535262235119
19,0.180433912523,0.356590253655
20,0.324281920353,0.235692343234
21,0.291773777095,0.255249345022
22,0.381834597965,0.207540098661
23,0.362096643858,0.2164049476
24,0.472630760317,0.174632602595
25,0.32340618124,0.236179830222
26,0.4753220806,0.173815682332
27,0.331776855925,0.231601112074
28,0.284525104895,0.260061043419
29,0.419128223057,0.192630636437
30,0.350804665072,0.221825566033
31,0.37997415487,0.208344551442
32,0.285835868619,0.25917756262
33,0.338825180399,0.227881180175
34,0.408766338993,0.196553884044
35,0.346114111506,0.22415789463
36,0.286526604088,0.258714403982
37,0.362161729466,0.216374471585
38,0.437870484163,0.185918363146
39,0.504162327229,0.165518430218
40,0.361262104844,0.216796478509
41,0.421351600173,0.191809136036
42,0.267238019692,0.272302960581
43,0.381270162151,0.207783502624
44,0.410433120617,0.195912051865
45,0.35266648955,0.220913193949
46,0.42176032414,0.19165888124
47,0.443454941913,0.184007895205
48,0.39166315871,0.20339128167
49,0.369881941358,0.212819415258
50,0.373492920424,0.211196399537
51,0.401671523383,0.199333618392
52,0.343806085322,0.225323634144
53,0.342176937185,0.226153812175
54,0.460637276422,0.178368446419
55,0.313597737455,0.241780819729
56,0.407864401372,0.196902952304
57,0.347421520165,0.223502883731
58,0.0774564774042,0.563518455132
59,0.34401526094,0.225217484165
60,0.367151094632,0.214063503541
61,0.168976845971,0.371779212589
62,0.31418329165,0.241439000597
63,0.284388463474,0.26015348925
64,0.366640821324,0.214297582702
65,0.42918185367,0.188970954515
66,0.425351154424,0.190348872669
67,0.397900410914,0.200843377125
68,0.491235264416,0.169137407761
69,0.378909099398,0.208807893034
70,0.442096352835,0.184469051446
71,0.457135035233,0.179489699401
72,0.23751658383,0.296281737819
73,0.327860248311,0.233721175067
74,0.323886868349,0.235912002628
75,0.404261382864,0.198309851593
76,0.354177622828,0.220178174736
77,0.418031158388,0.193038581523
78,0.162138780342,0.381477322315
79,0.341480351804,0.226510646717
80,0.342672019872,0.22590088262
81,0.357155506109,0.218743947439
82,0.360885010364,0.216973860619
83,0.275799072551,0.26609964554
84,0.561879470484,0.151084909654
85,0.289940111394,0.256449636952
86,0.430389763569,0.188540591973
87,0.458088213562,0.179183142682
88,0.234725571269,0.298752197571
