题目id,得分,推荐率
0,0.627362052039,0.13748311411
1,0.309792325938,0.244026043609
2,0.340374387373,0.22707950977
3,0.289631729854,0.256652608959
4,0.346956630159,0.223735354288
5,0.357081850914,0.21877919633
6,0.380967030442,0.207914459143
7,0.324248409456,0.235710960303
8,0.306565820971,0.245962633458
9,0.460228582833,0.178498568378
10,0.243991240581,0.290705076766
11,0.0781703260331,0.561260689288
12,0.229439217774,0.303546131137
13,0.67414940817,0.129174031453
14,0.0636749526493,0.610967031799
15,0.357198179585,0.21872353055
16,0.237542143412,0.296259302584
17,0.336353264253,0.229172113955
18,0.479089801124,0.172684788794
19,0.37373767419,0.211087286168
20,0.31590423521,0.240439965584
21,0.305334573734,0.246709771335
22,0.274108997723,0.267301777312
23,0.409744550094,0.19617669278
24,0.48040995469,0.172292013933
25,0.221395733167,0.311142898552
26,0.465247485027,0.176913657555
27,0.347150171985,0.223638514005
28,0.388786087636,0.204588474446
29,0.311499768087,0.243013502693
30,0.344522358249,0.22496056305
31,0.357191829531,0.218726568457
32,0.138852670599,0.418668126043
33,0.347732237944,0.22334777692
34,0.343155945606,0.22565419914
35,0.390204587483,0.203996458935
36,0.465829258623,0.176731758699
37,0.52715047985,0.159451364884
38,0.430134271842,0.188631456805
39,0.365735522661,0.214714135243
40,0.298083728082,0.251203435222
41,0.450495399988,0.181654560605
42,0.351262834907,0.221600345219
43,0.34798761546,0.223220456434
44,0.366568047303,0.214331008259
45,0.330645426861,0.232209594629
46,0.294833943357,0.253271031233
47,0.392768088134,0.20293521924
48,0.450673975018,0.181595652848
49,0.357009022363,0.218814060788
50,0.44588450691,0.183188932337
51,0.479662724656,0.172514111649
52,0.28602314185,0.259051826584
53,0.384428744146,0.206428708471
54,0.481731660612,0.171900563045
55,0.424378277528,0.190702026162
56,0.0997832417478,0.50054248357
57,0.424285110557,0.19073591446
58,0.054795805884,0.646012334952
59,0.381263804868,0.207786247352
60,0.285968627435,0.259088415203
61,0.202783075417,0.330269450703
62,0.36000348134,0.217389659115
63,0.303328938293,0.247936586011
64,0.255591404216,0.281221646008
65,0.509930069582,0.163953221832
66,0.316675275668,0.239995041318
67,0.363504423491,0.215747671288
68,0.424787141306,0.190553449444
69,0.386966116698,0.205353096594
70,0.213062498358,0.319425036612
71,0.401893201708,0.199245575871
72,0.381242885601,0.207795279665
73,0.34265929769,0.225907375089
74,0.34975824407,0.222341672039
75,0.352928582983,0.220785359452
76,0.394831032599,0.202089184817
77,0.423905300638,0.190874190199
78,0.162760404103,0.380574844758
79,0.290855558285,0.255848990453
80,0.0900468051943,0.526186167127
81,0.396849260343,0.201268287953
82,0.254869870108,0.281793435914
83,0.238573262551,0.295357049894
84,0.366949183239,0.214156065777
85,0.261354537231,0.276736527972
86,0.396893791751,0.201250250376
87,0.487321806809,0.17026440844
88,0.0820544160813,0.549286318632
89,0.405318041878,0.197895170393
90,0.297250588706,0.251730275154
91,0.426531868035,0.189922027651
92,0.469423538378,0.175616203511
93,0.283983009544,0.260428189567
94,0.399032699548,0.200387670168
95,0.414275796573,0.194448194269
96,0.381002455073,0.207899146762
97,0.327346978982,0.234001888204
98,0.371266634657,0.212194101271
99,0.405235897868,0.19792734527
100,0.620390246183,0.138813650698
101,0.457775352035,0.17928364822
102,0.1125,0.470588235294
103,0.347381120563,0.223523066584
